"","field_1","date","time","geo_code","crime_cate","address","latitude","longitude"
"37",392387,"03/15/2015","23:20","547-11","Burglary","300 N BROADWAY AV ,URBANA,IL","40.1149695","-88.2073755"
"38",392502,"03/18/2015","21:05","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"39",392507,"03/19/2015","07:50","605-13","Burglary","300 WILLARD ST ,URBANA,IL","40.084432","-88.204038"
"40",392561,"03/20/2015","11:00","546-02","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"41",392671,"03/23/2015","14:30","577-05","Burglary","1500 HUNTER ST ,URBANA,IL","40.103683","-88.190015"
"42",392673,"03/23/2015","19:30","576-05","Burglary","700 S BROADWAY AV ,URBANA,IL","40.1116417","-88.2073971"
"43",392681,"03/24/2015","06:50","546-13","Burglary","200 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"44",392684,"03/24/2015","11:00","577-05","Burglary","1300 IVANHOE WY ,URBANA,IL","40.102434","-88.188947"
"45",392703,"03/25/2015","15:45","576-16","Burglary","1300 BRIARCLIFF DR ,URBANA,IL","40.1006302888822","-88.1931480364278"
"46",392705,"03/25/2015","15:45","576-16","Burglary","1300 BRIARCLIFF DR ,URBANA,IL","40.1006302888822","-88.1931480364278"
"47",392811,"03/28/2015","08:00","577-05","Burglary","1000 AUSTIN DR ,URBANA,IL","40.103307","-88.187515"
"48",392814,"03/28/2015","10:30","605-03","Burglary","900 E FLORIDA AV ,URBANA,IL","40.098448","-88.197695"
"49",392815,"03/28/2015","14:30","576-04","Burglary","200 HARTLE AV ,URBANA,IL","40.1117278353928","-88.192132876481"
"50",392863,"03/29/2015","20:30","576-15","Burglary","900 E MICHIGAN AV ,URBANA,IL","40.1016800654834","-88.1978759021599"
"51",392888,"03/30/2015","11:00","577-05","Burglary","1600 HUNTER ST ,URBANA,IL","40.103872","-88.188484"
"52",393048,"04/03/2015","08:00","605-14","Burglary","300 E MCHENRY ST ,URBANA,IL","40.087537","-88.203672"
"53",393089,"04/04/2015","05:00","546-03","Burglary","1300 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"54",393114,"04/04/2015","15:00","576-02","Burglary","200 GROVE ST ,URBANA,IL","17.0076902","-100.0868102"
"55",393143,"04/05/2015","11:30","546-15","Burglary","600 W MAIN ST ,URBANA,IL","40.11403","-88.214855"
"56",393157,"04/05/2015","17:00","547-08","Burglary","600 CUNNINGHAM AVE ,URBANA,IL","40.115082","-88.207283"
"57",393184,"04/06/2015","10:30","576-02","Burglary","200 GROVE ST ,URBANA,IL","17.0076902","-100.0868102"
"58",393192,"04/06/2015","12:30","605-13","Burglary","2500 S RACE ST ,URBANA,IL","40.0863357998672","-88.2093528130721"
"59",393193,"04/06/2015","14:00","576-02","Burglary","600 E HIGH ST ,URBANA,IL","40.110102","-88.201193"
"60",393227,"04/07/2015","15:00","577-11","Burglary","2500 PRAIRIE GREEN DR ,URBANA,IL","40.10505245996","-88.1732866239501"
"61",393333,"04/09/2015","15:00","546-15","Burglary","600 W MAIN ,URBANA,IL","40.1117174","-88.207301"
"62",393356,"04/10/2015","03:01","547-11","Burglary","200 N BROADWAY AV ,URBANA,IL","40.117583","-88.207549"
"63",393383,"04/10/2015","19:30","546-02","Burglary","1300 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"64",393427,"04/12/2015","00:01","576-12","Burglary","1100 GRANT PL ,URBANA,IL","40.1035954946356","-88.1944710189387"
"65",393468,"04/13/2015","11:00","606-01","Burglary","1700 E FLORIDA AV ,URBANA,IL","40.098355","-88.188683"
"66",393474,"04/13/2015","15:29","576-16","Burglary","1400 E PENNSYLVANIA AV ,URBANA,IL","40.0993531759526","-88.1920421099669"
"67",393498,"04/14/2015","01:21","547-08","Burglary","300 E UNIVERSITY AV ,URBANA,IL","40.116406","-88.204813"
"68",393510,"04/14/2015","09:40","577-09","Burglary","1500 RUTLEDGE DR ,URBANA,IL","40.100904","-88.183609"
"69",393562,"04/15/2015","08:45","577-05","Burglary","1500 HUNTER ST ,URBANA,IL","40.103683","-88.190015"
"70",393676,"04/17/2015","21:00","605-08","Burglary","2000 S COTTAGE GROVE AV ,URBANA,IL","40.093759","-88.194792"
"71",393819,"04/21/2015","19:00","576-05","Burglary","800 S WALNUT ST ,URBANA,IL","40.106391","-88.206073"
"72",393835,"04/22/2015","07:40","577-11","Burglary","1000 S SMITH RD ,URBANA,IL","40.101945","-88.176045"
"73",393963,"04/24/2015","16:00","547-09","Burglary","700 E UNIVERSITY AV ,URBANA,IL","40.116408","-88.200446"
"74",394253,"05/01/2015","12:00","575-03","Burglary","500 W ELM ST ,URBANA,IL","40.1115916","-88.2083399"
"75",394265,"05/01/2015","19:00","605-08","Burglary","1200 MITCHEM DR ,URBANA,IL","40.0923440120398","-88.1941481592896"
"76",394318,"05/02/2015","21:15","605-08","Burglary","1300 E COLORADO AV ,URBANA,IL","40.0946606","-88.1859053"
"77",394368,"05/04/2015","07:55","576-12","Burglary","1300 PHILO RD ,URBANA,IL","40.101543","-88.190701"
"78",394633,"05/10/2015","11:15","575-03","Burglary","500 W ELM ST ,URBANA,IL","40.1115916","-88.2083399"
"79",394939,"05/17/2015","18:21","606-03","Burglary","2500 PHILO RD ,URBANA,IL","40.08606515","-88.1873468510269"
"80",395152,"05/21/2015","23:00","577-11","Burglary","2400 PRAIRIE GREEN DR ,URBANA,IL","40.105108","-88.176341"
"81",395164,"05/22/2015","08:00","606-01","Burglary","2000 E FLORIDA AVE ,URBANA,IL","40.0988985713393","-88.182447576336"
"82",395303,"05/26/2015","08:30","605-05","Burglary","2000 BOUDREAU DR ,URBANA,IL","40.093244","-88.208008"
"83",395606,"06/01/2015","12:00","546-07","Burglary","900 N BUSEY AV ,URBANA,IL","40.12021","-88.216847"
"84",395607,"06/01/2015","12:00","577-09","Burglary","1200 LANORE DR ,URBANA,IL","40.101571","-88.186432"
"85",395610,"06/01/2015","13:00","606-04","Burglary","1800 AMBER LN ,URBANA,IL","40.087487","-88.185217"
"86",395662,"06/02/2015","22:30","606-03","Burglary","2500 PHILO RD ,URBANA,IL","40.08606515","-88.1873468510269"
"87",395855,"06/06/2015","21:40","547-08","Burglary","500 CRYSTAL LAKE DR ,URBANA,IL","40.118939350835","-88.2030943907069"
"88",395903,"06/08/2015","00:50","518-08","Burglary","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"89",396039,"06/11/2015","08:00","605-08","Burglary","2000 PHILO RD ,URBANA,IL","40.0947610251256","-88.1905897487437"
"90",396220,"06/14/2015","22:00","577-06","Burglary","1900 WEAVER ST ,URBANA,IL","40.104313","-88.184545"
"91",396317,"06/17/2015","11:40","605-07","Burglary","700 COLORADO AV ,URBANA,IL","40.0946784","-88.202592"
"92",396491,"06/21/2015","23:43","577-06","Burglary","1900 WEAVER ST ,URBANA,IL","40.104313","-88.184545"
"93",396494,"06/22/2015","01:33","575-08","Burglary","500 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"94",396496,"06/22/2015","02:30","605-08","Burglary","2000 FLETCHER ST ,URBANA,IL","40.091355","-88.192941"
"95",396601,"06/23/2015","16:30","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"96",396696,"06/25/2015","00:30","577-09","Burglary","1900 E MICHIGAN AV ,URBANA,IL","40.1018173337339","-88.183597640665"
"97",396751,"06/25/2015","16:00","546-15","Burglary","300 N COLER AV ,URBANA,IL","40.114202","-88.215673"
"98",396821,"06/27/2015","02:38","518-02","Burglary","2500 NORTH SHORE DR ,URBANA,IL","40.1377462828283","-88.2220482020202"
"99",396847,"06/27/2015","19:30","546-02","Burglary","1500 N LINCOLN AVE ,URBANA,IL","40.1264882","-88.2178887379599"
"100",396887,"06/28/2015","15:30","605-07","Burglary","700 COLORADO ,URBANA,IL","40.094779","-88.198486"
"101",396959,"06/30/2015","12:00","606-04","Burglary","1900 PRAIRIE WINDS DR ,URBANA,IL","40.0932899","-88.1853946"
"102",396964,"06/30/2015","13:30","546-02","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"103",396989,"06/30/2015","23:25","577-11","Burglary","1200 MONTGOMERY ST ,URBANA,IL","40.101987","-88.173695"
"104",397008,"07/01/2015","12:00","606-01","Burglary","1500 E FLORIDA AV ,URBANA,IL","40.098455","-88.190567"
"105",397105,"07/02/2015","23:50","605-08","Burglary","2000 PHILO RD ,URBANA,IL","40.0947610251256","-88.1905897487437"
"106",397164,"07/04/2015","13:36","547-11","Burglary","200 N VINE ST ,URBANA,IL","40.11403845","-88.2029918291859"
"107",397193,"07/05/2015","19:00","518-08","Burglary","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"108",397235,"07/07/2015","09:00","547-13","Burglary","900 E MAIN ST ,URBANA,IL","40.113056","-88.197698"
"109",397341,"07/10/2015","03:00","518-08","Burglary","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"110",397349,"07/10/2015","10:30","576-03","Burglary","400 S COTTAGE GROVE AV ,URBANA,IL","40.1101385757576","-88.1956564040404"
"111",397451,"07/12/2015","17:00","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"112",397481,"07/13/2015","08:00","546-02","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"113",397515,"07/14/2015","08:00","576-11","Burglary","1000 CRESTWOOD DR ,URBANA,IL","40.103264","-88.19642"
"114",397560,"07/15/2015","04:00","546-15","Burglary","400 W UNIVERSITY AV ,URBANA,IL","40.116573","-88.210995"
"115",397608,"07/15/2015","22:00","577-12","Burglary","1400 OGELTHORPE AV ,URBANA,IL","40.098583","-88.174767"
"116",397661,"07/17/2015","00:21","606-03","Burglary","2500 PHILO RD ,URBANA,IL","40.08606515","-88.1873468510269"
"117",397719,"07/18/2015","01:00","547-05","Burglary","900 N BROADWAY AV ,URBANA,IL","40.120728","-88.207514"
"118",397729,"07/18/2015","12:40","546-02","Burglary","1300 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"119",397767,"07/19/2015","19:00","576-15","Burglary","800 E PENNSYLVANIA AVE ,URBANA,IL","40.1008447020193","-88.1979792397189"
"120",397801,"07/21/2015","00:01","606-01","Burglary","1600 E FLORIDA AV ,URBANA,IL","40.0983788064076","-88.1897802208819"
"121",397888,"07/23/2015","08:00","547-03","Burglary","800 OAKLAND AV ,URBANA,IL","40.1238958591752","-88.1999227725193"
"122",398023,"07/26/2015","02:57","605-05","Burglary","100 E MUMFORD DR ,URBANA,IL","40.094083","-88.207379"
"123",398091,"07/28/2015","00:01","577-12","Burglary","1400 ABERCORN ST ,URBANA,IL","40.098605","-88.172523"
"124",398128,"07/28/2015","15:30","546-02","Burglary","1300 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"125",398142,"07/28/2015","23:00","546-02","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"126",398201,"07/29/2015","23:00","577-12","Burglary","1600 MONTGOMERY ST ,URBANA,IL","40.100706738255","-88.1736758724832"
"127",398314,"08/01/2015","11:00","546-09","Burglary","1000 W UNIVERSITY AV ,URBANA,IL","40.116499","-88.22089"
"128",398415,"08/03/2015","20:35","605-04","Burglary","1800 PHILO RD ,URBANA,IL","40.0965722418426","-88.1906054967648"
"129",398439,"08/04/2015","03:24","546-15","Burglary","500 W UNIVERSITY AV ,URBANA,IL","40.11657","-88.212937"
"130",398511,"08/06/2015","10:30","518-08","Burglary","1600 MELROSE PARK CT ,URBANA,IL","40.128685","-88.222118"
"131",398541,"08/07/2015","02:00","518-08","Burglary","1600 MELROSE PARK CT ,URBANA,IL","40.128685","-88.222118"
"132",398550,"08/07/2015","12:00","577-05","Burglary","1300 IVANHOE WY ,URBANA,IL","40.102434","-88.188947"
"133",398580,"08/08/2015","13:00","606-01","Burglary","1600 E FLORIDA AV ,URBANA,IL","40.0983788064076","-88.1897802208819"
"134",398642,"08/09/2015","12:00","575-07","Burglary","700 W ILLINOIS ST ,URBANA,IL","40.109193","-88.216194"
"135",398663,"08/09/2015","21:00","546-02","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"136",398716,"08/11/2015","10:00","577-08","Burglary","1500 E FLORIDA AV ,URBANA,IL","40.098455","-88.190567"
"137",398795,"08/12/2015","13:00","605-03","Burglary","1800 S COTTAGE GROVE AV ,URBANA,IL","40.094839","-88.194727"
"138",398808,"08/12/2015","17:15","577-11","Burglary","1300 ABERCORN ST ,URBANA,IL","40.1027021592203","-88.1725792750399"
"139",398828,"08/13/2015","05:01","547-03","Burglary","800 OAKLAND AV ,URBANA,IL","40.1238958591752","-88.1999227725193"
"140",398888,"08/14/2015","07:30","576-03","Burglary","100 GROSSBACH DR ,URBANA,IL","40.112846","-88.196659"
"141",399013,"08/16/2015","19:00","605-04","Burglary","1800 S COTTAGE GROVE AV ,URBANA,IL","40.094839","-88.194727"
"142",399063,"08/17/2015","14:00","577-05","Burglary","1600 HUNTER ST ,URBANA,IL","40.103872","-88.188484"
"143",399067,"08/17/2015","14:45","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"144",399069,"08/17/2015","15:00","606-01","Burglary","1700 E FLORIDA AV ,URBANA,IL","40.098355","-88.188683"
"145",399155,"08/19/2015","12:00","546-02","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"146",399300,"08/21/2015","19:00","576-07","Burglary","800 E OREGON ST ,URBANA,IL","40.107792","-88.198926"
"147",399499,"08/25/2015","11:38","576-15","Burglary","700 E PENNSYLVANIA AV ,URBANA,IL","40.100852","-88.199978"
"148",399565,"08/26/2015","08:30","576-03","Burglary","100 GROSSBACH DR ,URBANA,IL","40.112846","-88.196659"
"149",399737,"08/29/2015","13:00","546-03","Burglary","1300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"150",399784,"08/30/2015","16:00","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"151",399943,"09/03/2015","14:40","546-02","Burglary","1300 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"152",399968,"09/04/2015","08:30","575-03","Burglary","600 W ELM ST ,URBANA,IL","40.1115916","-88.2083399"
"153",400054,"09/06/2015","17:50","605-07","Burglary","900 SILVER ST ,URBANA,IL","40.0915532826087","-88.1973972608696"
"154",400058,"09/06/2015","19:02","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"155",400123,"09/08/2015","16:50","547-09","Burglary","800 E UNIVERSITY AV ,URBANA,IL","40.116415","-88.198763"
"156",400140,"09/09/2015","00:08","546-15","Burglary","300 N ORCHARD ST ,URBANA,IL","40.114719","-88.214613"
"157",400225,"09/10/2015","20:02","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"158",400233,"09/11/2015","00:01","575-11","Burglary","800 W PENNSYLVANIA AV ,URBANA,IL","40.100722","-88.217738"
"159",400250,"09/11/2015","14:00","547-03","Burglary","1100 CARROLL AV ,URBANA,IL","40.1227018989899","-88.1945420707071"
"160",400285,"09/12/2015","10:40","605-06","Burglary","600 E HARDING DR ,URBANA,IL","40.0938668332399","-88.1996861339017"
"161",400298,"09/12/2015","22:00","605-08","Burglary","2000 PHILO RD ,URBANA,IL","40.0947610251256","-88.1905897487437"
"162",400316,"09/13/2015","14:40","546-15","Burglary","500 W MAIN ST ,URBANA,IL","40.11366","-88.213262"
"163",400358,"09/14/2015","19:48","576-03","Burglary","200 S COTTAGE GROVE AV ,URBANA,IL","40.1117140208333","-88.1956817395833"
"164",400367,"09/15/2015","00:49","518-08","Burglary","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"165",400580,"09/19/2015","23:41","577-05","Burglary","1300 IVANHOE WY ,URBANA,IL","40.102434","-88.188947"
"166",400663,"09/21/2015","17:59","605-08","Burglary","2000 S PHILO RD ,URBANA,IL","40.104711","-88.193366"
"167",400683,"09/22/2015","06:30","576-15","Burglary","1000 E MICHIGAN AV ,URBANA,IL","40.1016815926303","-88.1968148404954"
"168",400686,"09/22/2015","09:00","548-16","Burglary","2400 E MAIN ST ,URBANA,IL","40.1130299393939","-88.1755707676768"
"169",400835,"09/24/2015","22:00","546-15","Burglary","200 N CENTRAL AV ,URBANA,IL","40.113695","-88.21135"
"170",400896,"09/26/2015","15:05","605-12","Burglary","2100 VAWTER ST ,URBANA,IL","40.090571","-88.19164"
"171",401030,"09/29/2015","18:00","605-03","Burglary","1800 S COTTAGE GROVE AV ,URBANA,IL","40.094839","-88.194727"
"172",401064,"09/30/2015","14:50","577-11","Burglary","1000 S SMITH RD ,URBANA,IL","40.101945","-88.176045"
"173",401113,"10/01/2015","12:00","605-07","Burglary","1000 SILVER ST ,URBANA,IL","40.0915554367816","-88.1964341494253"
"174",401150,"10/02/2015","09:00","605-03","Burglary","1800 S COTTAGE GROVE AV ,URBANA,IL","40.094839","-88.194727"
"175",401159,"10/02/2015","10:00","576-02","Burglary","500 E GREEN ST ,URBANA,IL","40.110902","-88.202425"
"176",401226,"10/04/2015","05:00","577-04","Burglary","100 SCOTTSWOOD DR ,URBANA,IL","40.112746","-88.174765"
"177",401596,"10/14/2015","01:27","547-11","Burglary","200 N BROADWAY AV ,URBANA,IL","40.117583","-88.207549"
"178",401597,"10/14/2015","06:30","576-06","Burglary","600 E CALIFORNIA AV ,URBANA,IL","40.10859","-88.201156"
"179",401679,"10/16/2015","12:00","576-13","Burglary","100 W FLORIDA AV ,URBANA,IL","40.098395","-88.207275"
"180",401687,"10/16/2015","19:00","605-08","Burglary","1100 BRIGHTON DR ,URBANA,IL","40.093197","-88.195037"
"181",401699,"10/17/2015","07:00","519-06","Burglary","1700 GOLFVIEW DR ,URBANA,IL","40.1284911462213","-88.2020968383489"
"182",401743,"10/18/2015","16:45","546-13","Burglary","1100 W MAIN ST ,URBANA,IL","40.114574","-88.222499"
"183",401747,"10/18/2015","17:00","577-05","Burglary","1300 IVANHOE WY ,URBANA,IL","40.102434","-88.188947"
"184",401769,"10/19/2015","14:30","605-08","Burglary","1300 SILVER ST ,URBANA,IL","40.091562","-88.192888"
"185",401910,"10/22/2015","18:40","605-11","Burglary","900 ELIOT DR ,URBANA,IL","40.089962","-88.19679"
"186",401938,"10/23/2015","13:00","576-16","Burglary","1100 E PENNSYLVANIA AVE ,URBANA,IL","40.100101","-88.195422"
"187",401952,"10/23/2015","18:00","605-08","Burglary","1300 COLORADO AVE ,URBANA,IL","40.0946784","-88.202592"
"188",401991,"10/24/2015","13:45","518-08","Burglary","1600 N LINCOLN AVE ,URBANA,IL","40.127504","-88.219418"
"189",401996,"10/24/2015","14:22","605-08","Burglary","2000 PHILO RD ,URBANA,IL","40.0947610251256","-88.1905897487437"
"190",402037,"10/25/2015","11:32","605-15","Burglary","800 E MCHENRY ST ,URBANA,IL","40.0878974339623","-88.1979140188679"
"191",402039,"10/25/2015","12:10","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"192",402043,"10/25/2015","15:00","575-11","Burglary","700 INDIANA AVE ,URBANA,IL","40.102841","-88.212039"
"193",402105,"10/27/2015","08:30","576-16","Burglary","1100 E PENNSYLVANIA AVE ,URBANA,IL","40.100101","-88.195422"
"194",402125,"10/27/2015","13:00","605-07","Burglary","2000 S COTTAGE GROVE AV ,URBANA,IL","40.093759","-88.194792"
"195",402143,"10/27/2015","17:50","576-02","Burglary","400 E GREEN ST ,URBANA,IL","40.110886","-88.203575"
"196",402270,"10/30/2015","13:00","575-12","Burglary","300 W MICHIGAN AV ,URBANA,IL","40.1020264242424","-88.2108399090909"
"197",402271,"10/30/2015","13:00","605-07","Burglary","700 BRIGHTON DR ,URBANA,IL","40.093189","-88.198844"
"198",402313,"10/31/2015","19:00","575-12","Burglary","500 W PENNSYLVANIA AVE ,URBANA,IL","40.1007589292929","-88.2131847979798"
"199",402428,"11/03/2015","15:00","577-12","Burglary","1600 S SMITH RD ,URBANA,IL","40.1007120451067","-88.1759250670522"
"200",402435,"11/03/2015","21:00","546-02","Burglary","1200 N GOODWIN AV ,URBANA,IL","40.123257","-88.224033"
"201",402445,"11/04/2015","01:44","575-07","Burglary","600 W IOWA ST ,URBANA,IL","40.104717","-88.214592"
"202",402471,"11/04/2015","15:16","546-05","Burglary","1300 DUBLIN ST ,URBANA,IL","40.121303","-88.225904"
"203",402546,"11/06/2015","12:00","547-09","Burglary","800 E UNIVERSITY AV ,URBANA,IL","40.116415","-88.198763"
"204",402591,"11/07/2015","12:00","577-04","Burglary","500 SUNNY LN ,URBANA,IL","40.105946","-88.172346"
"205",402597,"11/07/2015","17:00","605-08","Burglary","2000 BRUCE DR ,URBANA,IL","40.092933","-88.192595"
"206",402854,"11/13/2015","17:20","577-10","Burglary","2200 E VERMONT AV ,URBANA,IL","40.10045323824","-88.1792448135527"
"207",402913,"11/15/2015","09:00","518-08","Burglary","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"208",402915,"11/15/2015","10:18","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"209",402924,"11/15/2015","17:25","605-13","Burglary","2400 PROVINE CR ,URBANA,IL","40.085488","-88.202992"
"210",402986,"11/17/2015","01:00","546-08","Burglary","1200 HILL ST ,URBANA,IL","40.119402","-88.224248"
"211",403058,"11/18/2015","19:43","546-11","Burglary","400 W PARK ST ,URBANA,IL","40.1174937448276","-88.212046137931"
"212",403065,"11/18/2015","23:00","547-08","Burglary","500 N CUNNINGHAM AV ,URBANA,IL","40.11642","-88.204828"
"213",403158,"11/21/2015","15:00","546-15","Burglary","400 W UNIVERSITY AV ,URBANA,IL","40.116573","-88.210995"
"214",403274,"11/25/2015","20:23","576-16","Burglary","1400 LAUREL DR ,URBANA,IL","40.1009478453316","-88.1918733813265"
"215",403320,"11/27/2015","10:30","576-07","Burglary","800 S WEBBER ST ,URBANA,IL","40.1066738888889","-88.1989633737374"
"216",403331,"11/28/2015","05:48","575-01","Burglary","700 S GOODWIN AV ,URBANA,IL","40.106861","-88.223744"
"217",403334,"11/28/2015","06:09","547-08","Burglary","500 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"218",403338,"11/28/2015","09:00","576-15","Burglary","1000 E MICHIGAN AV ,URBANA,IL","40.1016815926303","-88.1968148404954"
"219",403343,"11/28/2015","15:20","575-03","Burglary","700 W GREEN ST ,URBANA,IL","40.110709","-88.216209"
"220",403363,"11/29/2015","16:25","579-01","Burglary","100 S HIGH CROSS RD ,URBANA,IL","40.11162535","-88.159429400138"
"221",403394,"11/30/2015","14:45","576-06","Burglary","500 URBANA AV ,URBANA,IL","7.1805219","-66.9638693"
"222",403613,"12/04/2015","22:00","605-03","Burglary","1800 S COTTAGE GROVE AV ,URBANA,IL","40.094839","-88.194727"
"223",403615,"12/05/2015","03:45","546-02","Burglary","1300 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
