"","field_1","date","time","geo_code","crime_cate","address","latitude","longitude"
"17",432627,"01/09/2018","08:28","575-04","Accident","1 ILLINOIS ,URBANA,IL","40.1117174","-88.207301"
"18",432663,"01/10/2018","08:30","546-01","Accident","1200 ELLIS DR ,URBANA,IL","40.124139","-88.224331"
"19",432664,"01/10/2018","08:30","546-01","Accident","1200 ELLIS DR ,URBANA,IL","40.124139","-88.224331"
"20",432711,"01/11/2018","14:50","575-15","Accident","200 W VERMONT AV ,URBANA,IL","40.099962","-88.209802"
"21",432754,"01/12/2018","15:36","576-05","Accident","700 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"22",432755,"01/12/2018","15:36","576-05","Accident","700 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"23",432756,"01/12/2018","15:36","576-05","Accident","700 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"24",432761,"01/12/2018","16:40","547-08","Accident","1 N CUNNINGHAM AVE ,URBANA,IL","40.1162322","-88.2050871"
"25",432763,"01/12/2018","17:25","518-08","Accident","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"26",432781,"01/13/2018","08:55","577-08","Accident","1500 PHILO RD ,URBANA,IL","40.099881","-88.190669"
"27",432782,"01/13/2018","08:55","577-08","Accident","1500 PHILO RD ,URBANA,IL","40.099881","-88.190669"
"28",432783,"01/13/2018","08:55","577-08","Accident","1500 PHILO RD ,URBANA,IL","40.099881","-88.190669"
"29",432829,"01/14/2018","22:52","546-10","Accident","700 W UNIVERSITY AV ,URBANA,IL","40.11653","-88.215881"
"30",432841,"01/15/2018","20:00","605-02","Accident","300 E FLORIDA AV ,URBANA,IL","40.0983615","-88.1987017"
"31",432842,"01/15/2018","20:00","605-02","Accident","300 E FLORIDA AV ,URBANA,IL","40.0983615","-88.1987017"
"32",432877,"01/16/2018","14:10","577-09","Accident","1500 LINCOLNWOOD DRIVE ,URBANA,IL","40.1004468446068","-88.1854761577934"
"33",432884,"01/16/2018","18:09","547-09","Accident","1 E UNIVERSITY AV ,URBANA,IL","40.1162425","-88.2062111"
"34",432898,"01/17/2018","07:51","605-16","Accident","1 PHILO RD ,URBANA,IL","40.092884","-88.190658"
"35",432907,"01/17/2018","08:45","577-11","Accident","1 S DODSON DR ,URBANA,IL","40.108811","-88.176229"
"36",432921,"01/17/2018","11:44","606-04","Accident","1800 E WINDSOR RD ,URBANA,IL","40.083899","-88.18515"
"37",432922,"01/17/2018","11:44","606-04","Accident","1800 E WINDSOR RD ,URBANA,IL","40.083899","-88.18515"
"38",432923,"01/17/2018","11:44","606-04","Accident","1800 E WINDSOR RD ,URBANA,IL","40.083899","-88.18515"
"39",432926,"01/17/2018","12:25","519-07","Accident","1 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"40",432932,"01/17/2018","12:38","606-03","Accident","2500 PHILO RD ,URBANA,IL","40.08606515","-88.1873468510269"
"41",432933,"01/17/2018","12:38","606-03","Accident","2500 PHILO RD ,URBANA,IL","40.08606515","-88.1873468510269"
"42",432934,"01/17/2018","12:38","606-03","Accident","2500 PHILO RD ,URBANA,IL","40.08606515","-88.1873468510269"
"43",432963,"01/18/2018","10:12","575-11","Accident","1 S LINCOLN AVE ,URBANA,IL","40.101877","-88.219142"
"44",432964,"01/18/2018","10:12","575-11","Accident","1 S LINCOLN AVE ,URBANA,IL","40.101877","-88.219142"
"45",432975,"01/18/2018","14:43","546-09","Accident","1 UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"46",432999,"01/19/2018","07:15","576-16","Accident","1 PHILO RD ,URBANA,IL","40.092884","-88.190658"
"47",433000,"01/19/2018","07:15","576-16","Accident","1 PHILO RD ,URBANA,IL","40.092884","-88.190658"
"48",433011,"01/19/2018","08:42","575-14","Accident","1 S LINCOLN AVE ,URBANA,IL","40.101877","-88.219142"
"49",433022,"01/19/2018","11:33","546-12","Accident","1 SPRINGFIELD AVE ,URBANA,IL","40.1127337","-88.2273194"
"50",433025,"01/19/2018","14:02","547-02","Accident","1000 DIVISION AV ,URBANA,IL","40.122082","-88.205208"
"51",433051,"01/19/2018","23:11","547-08","Accident","1 E UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"52",433074,"01/20/2018","15:40","606-01","Accident","1800 PHILO RD ,URBANA,IL","40.0965722418426","-88.1906054967648"
"53",433075,"01/20/2018","15:40","606-01","Accident","1800 PHILO RD ,URBANA,IL","40.0965722418426","-88.1906054967648"
"54",433076,"01/20/2018","15:40","606-01","Accident","1800 PHILO RD ,URBANA,IL","40.0965722418426","-88.1906054967648"
"55",433084,"01/20/2018","22:58","547-03","Accident","800 OAKLAND AV ,URBANA,IL","40.1238958591752","-88.1999227725193"
"56",433085,"01/20/2018","22:58","547-03","Accident","800 OAKLAND AV ,URBANA,IL","40.1238958591752","-88.1999227725193"
"57",433086,"01/20/2018","22:58","547-03","Accident","800 OAKLAND AV ,URBANA,IL","40.1238958591752","-88.1999227725193"
"58",433097,"01/21/2018","09:00","575-08","Accident","300 W ILLINOIS ST ,URBANA,IL","40.109265","-88.210474"
"59",433098,"01/21/2018","09:00","575-08","Accident","300 W ILLINOIS ST ,URBANA,IL","40.109265","-88.210474"
"60",433099,"01/21/2018","09:00","575-08","Accident","300 W ILLINOIS ST ,URBANA,IL","40.109265","-88.210474"
"61",433118,"01/22/2018","08:16","578-02","Accident","1 HIGH CROSS RD ,URBANA,IL","40.113506","-88.162868"
"62",433131,"01/22/2018","11:46","546-13","Accident","900 W CLARK ST ,URBANA,IL","40.115543","-88.219532"
"63",433132,"01/22/2018","11:46","546-13","Accident","900 W CLARK ST ,URBANA,IL","40.115543","-88.219532"
"64",433144,"01/22/2018","15:06","547-08","Accident","1 N VINE ST ,URBANA,IL","40.116116","-88.2049504"
"65",433172,"01/23/2018","04:50","547-08","Accident","300 N CUNNINGHAM ,URBANA,IL","40.1162322","-88.2050871"
"66",433173,"01/23/2018","04:50","547-08","Accident","300 N CUNNINGHAM ,URBANA,IL","40.1162322","-88.2050871"
"67",433174,"01/23/2018","04:50","547-08","Accident","300 N CUNNINGHAM ,URBANA,IL","40.1162322","-88.2050871"
"68",433175,"01/23/2018","04:50","547-08","Accident","300 N CUNNINGHAM ,URBANA,IL","40.1162322","-88.2050871"
"69",433183,"01/23/2018","11:40","519-07","Accident","1 N CUNNINGHAM AVE ,URBANA,IL","40.1162322","-88.2050871"
"70",433209,"01/24/2018","08:20","575-04","Accident","200 W GREEN ST ,URBANA,IL","40.110792","-88.209057"
"71",433210,"01/24/2018","08:20","575-04","Accident","200 W GREEN ST ,URBANA,IL","40.110792","-88.209057"
"72",433211,"01/24/2018","08:20","575-04","Accident","200 W GREEN ST ,URBANA,IL","40.110792","-88.209057"
"73",433241,"01/24/2018","12:46","575-11","Accident","700 OHIO ST ,URBANA,IL","40.1083912","-83.7524298"
"74",433276,"01/25/2018","15:28","606-03","Accident","1700 AMBER LN ,URBANA,IL","40.087481371116","-88.1867911852667"
"75",433277,"01/25/2018","15:28","606-03","Accident","1700 AMBER LN ,URBANA,IL","40.087481371116","-88.1867911852667"
"76",433278,"01/25/2018","15:28","606-03","Accident","1700 AMBER LN ,URBANA,IL","40.087481371116","-88.1867911852667"
"77",433279,"01/25/2018","15:28","606-03","Accident","1700 AMBER LN ,URBANA,IL","40.087481371116","-88.1867911852667"
"78",433282,"01/25/2018","17:07","546-13","Accident","1 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"79",433301,"01/26/2018","11:35","547-03","Accident","800 OAKLAND AVE ,URBANA,IL","40.1238958591752","-88.1999227725193"
"80",433302,"01/26/2018","11:35","547-03","Accident","800 OAKLAND AVE ,URBANA,IL","40.1238958591752","-88.1999227725193"
"81",433303,"01/26/2018","11:35","547-03","Accident","800 OAKLAND AVE ,URBANA,IL","40.1238958591752","-88.1999227725193"
"82",433309,"01/26/2018","13:19","546-11","Accident","1 N BROADWAY AVE ,URBANA,IL","40.117583","-88.207549"
"83",433310,"01/26/2018","13:19","546-11","Accident","1 N BROADWAY AVE ,URBANA,IL","40.117583","-88.207549"
"84",433322,"01/26/2018","17:45","548-10","Accident","1 GUARDIAN DR ,URBANA,IL","40.11711","-88.183709"
"85",433326,"01/26/2018","18:27","548-10","Accident","1 UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"86",433346,"01/27/2018","16:10","605-07","Accident","1000 COLORADO AV ,URBANA,IL","40.0946784","-88.202592"
"87",433347,"01/27/2018","16:10","605-07","Accident","1000 COLORADO AV ,URBANA,IL","40.0946784","-88.202592"
"88",433411,"01/30/2018","07:56","576-01","Accident","1 E ILLINOIS ST ,URBANA,IL","40.109306","-88.2061227"
"89",433416,"01/30/2018","11:00","546-08","Accident","1 W UNIVERSITY AVE ,URBANA,IL","40.116507","-88.209052"
"90",433417,"01/30/2018","11:00","546-08","Accident","1 W UNIVERSITY AVE ,URBANA,IL","40.116507","-88.209052"
"91",433419,"01/30/2018","12:45","576-05","Accident","1 S BROADWAY AVE ,URBANA,IL","40.1116417","-88.2073971"
"92",433424,"01/30/2018","14:30","546-08","Accident","1100 W UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"93",433453,"01/31/2018","10:50","577-03","Accident","1 N SMITH RD ,URBANA,IL","40.11493","-88.178477"
"94",433466,"01/31/2018","15:18","577-06","Accident","1 WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"95",433467,"01/31/2018","15:18","577-06","Accident","1 WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"96",433468,"01/31/2018","15:18","577-06","Accident","1 WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"97",433469,"01/31/2018","16:08","518-08","Accident","1900 N LINCOLN AVE ,URBANA,IL","40.130033","-88.219426"
"98",433498,"02/01/2018","00:10","577-06","Accident","1900 WEAVER ST ,URBANA,IL","40.104313","-88.184545"
"99",433499,"02/01/2018","00:10","577-06","Accident","1900 WEAVER ST ,URBANA,IL","40.104313","-88.184545"
"100",433505,"02/01/2018","02:01","519-07","Accident","1900 CUNNINGHAM AVE ,URBANA,IL","40.115082","-88.207283"
"101",433513,"02/01/2018","11:45","576-01","Accident","1 ELM ,URBANA,IL","40.1115916","-88.2083399"
"102",433514,"02/01/2018","11:45","576-01","Accident","1 ELM ,URBANA,IL","40.1115916","-88.2083399"
"103",433515,"02/01/2018","11:45","576-01","Accident","1 ELM ,URBANA,IL","40.1115916","-88.2083399"
"104",433538,"02/02/2018","07:33","547-11","Accident","1 N VINE ST ,URBANA,IL","40.116116","-88.2049504"
"105",433540,"02/02/2018","07:39","576-09","Accident","1 S VINE ST ,URBANA,IL","40.10493815","-88.2041948288145"
"106",433541,"02/02/2018","07:39","576-09","Accident","1 S VINE ST ,URBANA,IL","40.10493815","-88.2041948288145"
"107",433542,"02/02/2018","07:49","576-09","Accident","1200 S VINE ST ,URBANA,IL","40.1027911980791","-88.2048633929431"
"108",433543,"02/02/2018","07:49","576-09","Accident","1200 S VINE ST ,URBANA,IL","40.1027911980791","-88.2048633929431"
"109",433544,"02/02/2018","07:49","576-09","Accident","1200 S VINE ST ,URBANA,IL","40.1027911980791","-88.2048633929431"
"110",433547,"02/02/2018","08:50","547-11","Accident","1 N VINE ST ,URBANA,IL","40.116116","-88.2049504"
"111",433584,"02/03/2018","16:09","576-16","Accident","1 PHILO RD ,URBANA,IL","40.092884","-88.190658"
"112",433600,"02/04/2018","11:53","576-12","Accident","1 PHILO RD ,URBANA,IL","40.092884","-88.190658"
"113",433608,"02/04/2018","15:33","575-01","Accident","1 GOODWIN ,URBANA,IL","40.112631","-88.224072"
"114",433610,"02/04/2018","16:30","547-02","Accident","1000 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"115",433611,"02/04/2018","16:30","547-02","Accident","1000 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"116",433612,"02/04/2018","16:30","547-02","Accident","1000 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"117",433613,"02/04/2018","16:30","547-02","Accident","1000 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"118",433619,"02/05/2018","12:45","577-11","Accident","1 SCOTTSWOOD DR ,URBANA,IL","40.109412","-88.173572"
"119",433632,"02/05/2018","17:55","576-15","Accident","1 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"120",433633,"02/05/2018","17:55","576-15","Accident","1 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"121",433634,"02/05/2018","17:55","576-15","Accident","1 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"122",433638,"02/05/2018","18:41","547-01","Accident","1000 DIVISION AV ,URBANA,IL","40.122082","-88.205208"
"123",433639,"02/05/2018","18:41","547-01","Accident","1000 DIVISION AV ,URBANA,IL","40.122082","-88.205208"
"124",433654,"02/06/2018","13:30","576-06","Accident","1 E OREGON ST ,URBANA,IL","40.107699","-88.200248"
"125",433658,"02/06/2018","18:02","546-15","Accident","200 N BROADWAY AV ,URBANA,IL","40.117583","-88.207549"
"126",433659,"02/06/2018","18:02","546-15","Accident","200 N BROADWAY AV ,URBANA,IL","40.117583","-88.207549"
"127",433660,"02/06/2018","18:02","546-15","Accident","200 N BROADWAY AV ,URBANA,IL","40.117583","-88.207549"
"128",433677,"02/07/2018","06:40","546-13","Accident","1 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"129",433680,"02/07/2018","07:53","575-14","Accident","1 FLORIDA ,URBANA,IL","6.2046023","-75.565609"
"130",433707,"02/07/2018","12:55","547-08","Accident","1 UNIVERSITY AV ,URBANA,IL","40.113351","-88.153073"
"131",433741,"02/08/2018","15:35","575-01","Accident","700 S GOODWIN AV ,URBANA,IL","40.106861","-88.223744"
"132",433742,"02/08/2018","15:35","575-01","Accident","700 S GOODWIN AV ,URBANA,IL","40.106861","-88.223744"
"133",433743,"02/08/2018","15:35","575-01","Accident","700 S GOODWIN AV ,URBANA,IL","40.106861","-88.223744"
"134",433746,"02/08/2018","18:40","518-08","Accident","1 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"135",433747,"02/08/2018","18:40","518-08","Accident","1 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"136",433814,"02/10/2018","09:53","605-03","Accident","900 COLORADO ,URBANA,IL","40.094786","-88.19693"
"137",433817,"02/10/2018","14:50","605-09","Accident","1 S RACE ,URBANA,IL","40.090906","-88.209523"
"138",433830,"02/10/2018","20:02","575-14","Accident","1 S LINCOLN AVE ,URBANA,IL","40.101877","-88.219142"
"139",433841,"02/11/2018","03:09","575-01","Accident","1 W GREEN ST ,URBANA,IL","40.1104918","-88.2095823523173"
"140",433862,"02/12/2018","07:19","548-09","Accident","1 UNIVERSITY AVE ,URBANA,IL","40.113351","-88.153073"
"141",433870,"02/12/2018","16:50","575-08","Accident","200 W WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"142",433871,"02/12/2018","16:50","575-08","Accident","200 W WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"143",433872,"02/12/2018","16:50","575-08","Accident","200 W WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"144",433873,"02/12/2018","16:50","575-08","Accident","200 W WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"145",433926,"02/14/2018","17:13","576-02","Accident","1 E MAIN ST ,URBANA,IL","40.1122318","-88.2033538"
"146",433927,"02/14/2018","17:13","576-02","Accident","1 E MAIN ST ,URBANA,IL","40.1122318","-88.2033538"
"147",433931,"02/14/2018","23:08","575-11","Accident","1 S BUSEY AVE ,URBANA,IL","40.1118831","-88.2177473"
"148",433948,"02/15/2018","11:10","546-15","Accident","400 N BROADWAY AV ,URBANA,IL","40.115678","-88.207395"
"149",433949,"02/15/2018","11:10","546-15","Accident","400 N BROADWAY AV ,URBANA,IL","40.115678","-88.207395"
"150",433960,"02/15/2018","17:49","575-12","Accident","1 W MICHIGAN AVE ,URBANA,IL","40.101936","-88.21202"
"151",433961,"02/15/2018","17:49","575-12","Accident","1 W MICHIGAN AVE ,URBANA,IL","40.101936","-88.21202"
"152",433969,"02/15/2018","19:02","576-05","Accident","1 S VINE ST ,URBANA,IL","40.10493815","-88.2041948288145"
"153",433971,"02/15/2018","22:13","575-14","Accident","1000 W FLORIDA AVE ,URBANA,IL","40.098141","-88.224019"
"154",433990,"02/16/2018","16:06","576-05","Accident","1 E WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"155",433991,"02/16/2018","16:06","576-05","Accident","1 E WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"156",433994,"02/16/2018","18:36","546-11","Accident","1 N MCCULLOUGH ,URBANA,IL","40.109073","-88.2131598"
"157",434000,"02/16/2018","21:58","546-10","Accident","1 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"158",434026,"02/17/2018","12:28","548-10","Accident","1 E UNIVERSITY AVE ,URBANA,IL","40.1162425","-88.2062111"
"159",434052,"02/18/2018","11:54","518-08","Accident","1700 MELROSE ,URBANA,IL","40.128959","-88.221872"
"160",434053,"02/18/2018","11:54","518-08","Accident","1700 MELROSE ,URBANA,IL","40.128959","-88.221872"
"161",434054,"02/18/2018","11:54","518-08","Accident","1700 MELROSE ,URBANA,IL","40.128959","-88.221872"
"162",434074,"02/19/2018","08:30","576-04","Accident","200 HARTLE AV ,URBANA,IL","40.1117278353928","-88.192132876481"
"163",434075,"02/19/2018","08:30","576-04","Accident","200 HARTLE AV ,URBANA,IL","40.1117278353928","-88.192132876481"
"164",434076,"02/19/2018","08:30","576-04","Accident","200 HARTLE AV ,URBANA,IL","40.1117278353928","-88.192132876481"
"165",434114,"02/20/2018","17:17","546-08","Accident","1400 W UNIVERSITY AV ,URBANA,IL","40.116464","-88.22728"
"166",434115,"02/20/2018","17:17","546-08","Accident","1400 W UNIVERSITY AV ,URBANA,IL","40.116464","-88.22728"
"167",434120,"02/21/2018","09:12","575-15","Accident","1 W FLORIDA AV ,URBANA,IL","40.098141","-88.224019"
"168",434131,"02/21/2018","16:32","575-03","Accident","900 SPRINGFIELD AV ,URBANA,IL","40.1127337","-88.2273194"
"169",434132,"02/21/2018","16:32","575-03","Accident","900 SPRINGFIELD AV ,URBANA,IL","40.1127337","-88.2273194"
"170",434133,"02/21/2018","16:32","575-03","Accident","900 SPRINGFIELD AV ,URBANA,IL","40.1127337","-88.2273194"
"171",434134,"02/21/2018","16:32","575-03","Accident","900 SPRINGFIELD AV ,URBANA,IL","40.1127337","-88.2273194"
"172",434148,"02/22/2018","08:00","491-02","Accident","1 N CUNNINGHAM AV ,URBANA,IL","40.1162322","-88.2050871"
"173",434153,"02/22/2018","09:35","491-02","Accident","1 N CUNNINGHAM ,URBANA,IL","40.1162322","-88.2050871"
"174",434157,"02/22/2018","11:52","519-07","Accident","1 N CUNNINGHAM AV ,URBANA,IL","40.1162322","-88.2050871"
"175",434158,"02/22/2018","11:52","519-07","Accident","1 N CUNNINGHAM AV ,URBANA,IL","40.1162322","-88.2050871"
"176",434160,"02/22/2018","12:47","546-01","Accident","1 ELLIS DR ,URBANA,IL","40.124045","-88.225755"
"177",434161,"02/22/2018","12:47","546-01","Accident","1 ELLIS DR ,URBANA,IL","40.124045","-88.225755"
"178",434183,"02/23/2018","07:37","575-07","Accident","800 S LINCOLN AV ,URBANA,IL","40.106336","-88.219118"
"179",434267,"02/24/2018","07:00","576-09","Accident","100 W IOWA ST ,URBANA,IL","40.104445","-88.209486"
"180",434282,"02/24/2018","14:43","605-13","Accident","1 S RACE ,URBANA,IL","40.090906","-88.209523"
"181",434352,"02/27/2018","07:49","518-05","Accident","1 LINCOLN ,URBANA,IL","40.1326666","-88.2195014"
"182",434382,"02/27/2018","12:52","546-11","Accident","1 BROADWAY ,URBANA,IL","47.6688172","-122.3773554"
"183",434387,"02/27/2018","18:52","576-13","Accident","1 S VINE ST ,URBANA,IL","40.10493815","-88.2041948288145"
"184",434388,"02/27/2018","18:52","576-13","Accident","1 S VINE ST ,URBANA,IL","40.10493815","-88.2041948288145"
"185",434399,"02/27/2018","23:45","546-11","Accident","1 BROADWAY AVE ,URBANA,IL","47.6688172","-122.3773554"
"186",434400,"02/27/2018","23:45","546-11","Accident","1 BROADWAY AVE ,URBANA,IL","47.6688172","-122.3773554"
"187",434421,"02/28/2018","15:02","575-14","Accident","1 LINCOLN ,URBANA,IL","40.1326666","-88.2195014"
"188",434436,"02/28/2018","23:10","546-11","Accident","1 UNIVERSITY AV ,URBANA,IL","40.113351","-88.153073"
"189",434443,"03/01/2018","08:01","575-12","Accident","1 S RACE ST ,URBANA,IL","40.090906","-88.209523"
"190",434473,"03/01/2018","20:21","575-02","Accident","1 S LINCOLN AVE ,URBANA,IL","40.101877","-88.219142"
"191",434501,"03/02/2018","17:17","518-05","Accident","1 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"192",434506,"03/02/2018","20:02","546-09","Accident","1 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"193",434511,"03/02/2018","20:19","518-08","Accident","1 N LINCOLN AVE ,URBANA,IL","40.1332712","-88.2196384"
"194",434519,"03/02/2018","21:53","606-02","Accident","1 E STONE CREEK BLVD ,URBANA,IL","40.09484","-88.172078"
"195",434520,"03/02/2018","21:53","606-02","Accident","1 E STONE CREEK BLVD ,URBANA,IL","40.09484","-88.172078"
"196",434521,"03/02/2018","21:53","606-02","Accident","1 E STONE CREEK BLVD ,URBANA,IL","40.09484","-88.172078"
"197",434529,"03/03/2018","06:46","518-05","Accident","2200 N LINCOLN AVE ,URBANA,IL","40.135241","-88.219384"
"198",434530,"03/03/2018","06:46","518-05","Accident","2200 N LINCOLN AVE ,URBANA,IL","40.135241","-88.219384"
"199",434534,"03/03/2018","10:19","520-05","Accident","1 CUNNINGHAM AVE ,URBANA,IL","40.115082","-88.207283"
"200",434539,"03/03/2018","15:28","546-05","Accident","1400 BEECH ST ,URBANA,IL","40.122255","-88.227331"
"201",434540,"03/03/2018","15:28","546-05","Accident","1400 BEECH ST ,URBANA,IL","40.122255","-88.227331"
"202",434564,"03/04/2018","13:32","547-11","Accident","100 N VINE ST ,URBANA,IL","40.112621","-88.204867"
"203",434565,"03/04/2018","13:32","547-11","Accident","100 N VINE ST ,URBANA,IL","40.112621","-88.204867"
"204",434566,"03/04/2018","13:32","547-11","Accident","100 N VINE ST ,URBANA,IL","40.112621","-88.204867"
"205",434568,"03/04/2018","13:49","546-13","Accident","300 N LINCOLN AV ,URBANA,IL","40.1332712","-88.2196384"
"206",434607,"03/05/2018","19:29","546-10","Accident","600 W PARK ST ,URBANA,IL","40.117468","-88.214612"
"207",434608,"03/05/2018","19:29","546-10","Accident","600 W PARK ST ,URBANA,IL","40.117468","-88.214612"
"208",434609,"03/05/2018","19:29","546-10","Accident","600 W PARK ST ,URBANA,IL","40.117468","-88.214612"
"209",434622,"03/06/2018","08:26","575-14","Accident","1 FLORIDA ,URBANA,IL","6.2046023","-75.565609"
"210",434667,"03/06/2018","20:00","635-02","Accident","2800 MYRA RIDGE DR ,URBANA,IL","40.0791139934211","-88.1851302565789"
"211",434668,"03/06/2018","20:00","635-02","Accident","2800 MYRA RIDGE DR ,URBANA,IL","40.0791139934211","-88.1851302565789"
"212",434686,"03/07/2018","08:15","547-13","Accident","1 E MAIN ST ,URBANA,IL","40.1122318","-88.2033538"
"213",434854,"03/12/2018","03:50","576-05","Accident","1 WASHINGTON ,URBANA,IL","39.3262083","-77.3515368"
"214",434877,"03/12/2018","19:40","546-10","Accident","1 UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"215",434878,"03/12/2018","19:40","546-10","Accident","1 UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"216",434882,"03/13/2018","09:15","518-08","Accident","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"217",434883,"03/13/2018","09:15","518-08","Accident","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"218",434884,"03/13/2018","09:15","518-08","Accident","1900 N LINCOLN AV ,URBANA,IL","40.130033","-88.219426"
"219",434896,"03/13/2018","14:56","546-10","Accident","1 UNIVERSITY ,URBANA,IL","40.10052135","-83.7614354501606"
"220",434917,"03/14/2018","12:00","575-08","Accident","300 W CALIFORNIA AVE ,URBANA,IL","40.108444","-88.210466"
"221",434918,"03/14/2018","12:00","575-08","Accident","300 W CALIFORNIA AVE ,URBANA,IL","40.108444","-88.210466"
"222",434944,"03/15/2018","05:59","607-02","Accident","1 WINDSOR ,URBANA,IL","40.084047","-88.151539"
"223",434955,"03/15/2018","09:32","576-02","Accident","500 E MAIN ,URBANA,IL","40.1117174","-88.207301"
"224",434956,"03/15/2018","09:32","576-02","Accident","500 E MAIN ,URBANA,IL","40.1117174","-88.207301"
"225",434957,"03/15/2018","09:32","576-02","Accident","500 E MAIN ,URBANA,IL","40.1117174","-88.207301"
"226",434998,"03/15/2018","20:52","546-09","Accident","1 W UNIVERSITY AVE ,URBANA,IL","40.116507","-88.209052"
"227",435021,"03/16/2018","11:40","575-06","Accident","1000 W ILLINOIS ST ,URBANA,IL","40.1091423300898","-88.2203877856373"
"228",435049,"03/17/2018","03:15","547-08","Accident","600 CUNNINGHAM AV ,URBANA,IL","40.115082","-88.207283"
"229",435054,"03/17/2018","15:47","576-01","Accident","100 W MAIN ST ,URBANA,IL","42.225004","-91.872551"
"230",435058,"03/17/2018","17:55","546-09","Accident","1 W UNIVERSITY AVE ,URBANA,IL","40.116507","-88.209052"
"231",435059,"03/17/2018","17:55","546-09","Accident","1 W UNIVERSITY AVE ,URBANA,IL","40.116507","-88.209052"
"232",435072,"03/18/2018","16:00","576-06","Accident","800 S VINE ST ,URBANA,IL","40.106392","-88.204841"
