"","field_1","date","time","geo_code","crime_cate","address","result_num","osm_id","display_na","category","type","latitude","longitude"
"158",424890,"06/15/2017","18:40","576-16","Sex Offenses","1 LINDEN DR ,URBANA,IL",0,5332018,"Linden Drive, Middle Urbana, Urbana, Champaign County, Illinois, 61801, USA","highway","residential","40.098884","-88.193502"
"159",425273,"06/24/2017","23:30","635-02","Sex Offenses","1900 SUMMIT DR ,URBANA,IL",0,5338221,"1900, Summit Drive, Urbana, Champaign County, Illinois, 61802, USA","place","house","40.0833614455446","-88.1839642376238"
"160",425603,"07/03/2017","00:30","546-13","Sex Offenses","1000 SPRINGFIELD AV ,URBANA,IL",0,234193576,"Springfield Avenue, Champaign, Champaign County, Illinois, 61801, USA","highway","tertiary","40.1127337","-88.2273194"
"161",427814,"09/01/2017","08:00","546-15","Sex Offenses","200 N RACE ST ,URBANA,IL",0,687709270,"North Race Street, Downtown Urbana, Urbana, Champaign County, Illinois, 61801, United States of America","highway","residential","40.116979","-88.209064"
"162",428141,"09/08/2017","13:15","606-01","Sex Offenses","1500 E FLORIDA AV ,URBANA,IL",0,143324752,"1500, East Florida Avenue, Middle Urbana, Urbana, Champaign County, Illinois, 61802, USA","place","house","40.098455","-88.190567"
"163",428620,"09/20/2017","19:52","576-05","Sex Offenses","100 W CALIFORNIA AV ,URBANA,IL",0,5331664,"100, West California Avenue, West Urbana, Urbana, Champaign County, Illinois, 61801, United States of America","place","house","40.108488","-88.207483"
"164",428673,"09/22/2017","08:56","546-05","Sex Offenses","1300 DUBLIN ST ,URBANA,IL",0,5336744,"1300, Dublin Street, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.121303","-88.225904"
"165",431487,"12/05/2017","07:00","547-02","Sex Offenses","1300 CUNNINGHAM AVE ,URBANA,IL",0,5340026,"Cunningham Avenue, Downtown Urbana, Urbana, Champaign County, Illinois, 61801, USA","highway","residential","40.115082","-88.207283"
"166",432972,"01/18/2018","13:30","547-11","Sex Offenses","400 N VINE ST ,URBANA,IL",0,5334330,"400, North Vine Street, West Urbana, Urbana, Champaign County, Illinois, 61802, United States of America","place","house","40.1146467652826","-88.2049457661981"
"167",433812,"02/10/2018","04:00","605-07","Sex Offenses","1000 E HARDING DR ,URBANA,IL",0,5330374,"East Harding Drive, Urbana, Champaign County, Illinois, 61801, USA","highway","residential","40.0938328","-88.1934196"
"168",434093,"02/19/2018","22:00","518-02","Sex Offenses","2500 OAK ST ,URBANA,IL",0,19004082,"Oak Street, Scioto Street Historic District, Urbana, Champaign County, Ohio, 43078, USA","highway","residential","40.1140689","-83.7364002"
"169",434612,"03/05/2018","22:00","575-03","Sex Offenses","700 W ELM ST ,URBANA,IL",0,5340358,"West Elm Street, West Urbana, Urbana, Champaign County, Illinois, 61801, United States of America","highway","tertiary","40.1115916","-88.2083399"
"170",436641,"05/01/2018","16:30","605-08","Sex Offenses","1200 E HARDING DR ,URBANA,IL",0,5330374,"1200, East Harding Drive, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.0939125578162","-88.1937479135281"
"171",436886,"05/08/2018","11:29","576-09","Sex Offenses","1200 S VINE ST ,URBANA,IL",0,7375274,"1200, South Vine Street, Middle Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.1027911980791","-88.2048633929431"
"172",436957,"05/09/2018","20:50","546-08","Sex Offenses","800 N WRIGHT ST ,URBANA,IL",0,5343947,"800, North Wright Street, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.11991","-88.228698"
"173",438657,"06/27/2018","01:15","546-05","Sex Offenses","1100 N GOODWIN AV ,URBANA,IL",0,5327713,"1100, North Goodwin Avenue, Urbana, Champaign County, Illinois, 61801, United States of America","place","house","40.120945","-88.2240031538462"
"174",439573,"07/20/2018","20:00","546-14","Sex Offenses","400 W MAIN ST ,URBANA,IL",0,180878435,"400, West Main Street, Downtown Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.113338","-88.212193"
"175",439863,"07/28/2018","02:10","546-12","Sex Offenses","1 SPRINGFIELD AVE ,URBANA,IL",0,234193576,"Springfield Avenue, Champaign, Champaign County, Illinois, 61801, USA","highway","tertiary","40.1127337","-88.2273194"
"176",440178,"08/04/2018","16:30","576-05","Sex Offenses","200 E WASHINGTON ST ,URBANA,IL",0,17584272,"200, Washington Street, Urbana, Wabash County, Indiana, 46990, USA","place","house","40.900396","-85.791659"
"177",442443,"09/27/2018","15:33","576-09","Sex Offenses","1000 S RACE ST ,URBANA,IL",0,5331329,"1000, South Race Street, West Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.104403","-88.20954"
"178",442499,"09/29/2018","01:14","546-11","Sex Offenses","100 W PARK ST ,URBANA,IL",0,142289617,"West Park Street, Urbana, Champaign County, Illinois, 61801, United States of America","highway","residential","40.1173712","-88.2173828"
"179",443767,"10/28/2018","12:35","578-02","Sex Offenses","100 S HIGH CROSS RD ,URBANA,IL",0,265099366,"Walmart Supercenter, 100, South High Cross Road, Urbana, Champaign County, Illinois, 61802, USA","shop","supermarket","40.11162535","-88.159429400138"
"180",443797,"10/29/2018","11:14","605-08","Sex Offenses","2000 S PHILO RD ,URBANA,IL",0,143324760,"South Philo Road, Middle Urbana, Urbana, Champaign County, Illinois, 61801, USA","highway","secondary","40.104711","-88.193366"
"181",444155,"11/06/2018","23:00","575-07","Sex Offenses","700 W CALIFORNIA AV ,URBANA,IL",0,5331664,"700, West California Avenue, West Urbana, Urbana, Champaign County, Illinois, 61801, United States of America","place","house","40.108359","-88.216178"
"182",446530,"01/09/2019","18:00","546-01","Sex Offenses","1300 N ROMINE ST ,URBANA,IL",0,5344964,"1300, North Romine Street, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.124068","-88.227224"
"183",447101,"01/24/2019","08:00","546-01","Sex Offenses","1500 N CARVER DR ,URBANA,IL",0,5330170,"1500, Carver Drive, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.127201","-88.228491"
"184",447510,"02/03/2019","18:30","605-08","Sex Offenses","1200 MITCHEM DR ,URBANA,IL",0,5344440,"1200, Mitchem Drive, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.0923440120398","-88.1941481592896"
"185",448681,"03/04/2019","14:18","576-09","Sex Offenses","1200 S VINE ST ,URBANA,IL",0,7375274,"1200, South Vine Street, Middle Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.1027911980791","-88.2048633929431"
"186",449145,"03/14/2019","23:48","547-08","Sex Offenses","800 E PARK ST ,URBANA,IL",0,5336254,"800, East Park Street, Urbana, Champaign County, Illinois, 61802, USA","place","house","40.117284","-88.198789"
"187",449146,"03/14/2019","23:48","547-08","Sex Offenses","800 E PARK ST ,URBANA,IL",0,5336254,"800, East Park Street, Urbana, Champaign County, Illinois, 61802, USA","place","house","40.117284","-88.198789"
"188",449212,"03/16/2019","20:20","576-11","Sex Offenses","1000 S WEBBER ST ,URBANA,IL",0,5338688,"1000, South Webber Street, Historic East Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.1048276120755","-88.1989403218704"
"189",449297,"03/19/2019","08:00","491-02","Sex Offenses","1 AIRPORT ,URBANA,IL",0,172267414,"Frasca Field, North Willow Road, Urbana, Champaign County, Illinois, 61802, United States of America","aeroway","aerodrome","40.14945985","-88.1964502333768"
"190",449512,"03/24/2019","12:00","606-01","Sex Offenses","1900 E FLORIDA AV ,URBANA,IL",0,143324752,"1900, East Florida Avenue, Middle Urbana, Urbana, Champaign County, Illinois, 61802, USA","place","house","40.098889","-88.183037"
"191",449674,"03/28/2019","12:35","546-15","Sex Offenses","1 W MAIN ST ,URBANA,IL",0,275612315,"West Main Street, Downtown Urbana, Urbana, Champaign County, Illinois, 61801-9998, United States of America","highway","secondary","40.1124211","-88.2093446"
"192",449730,"03/30/2019","04:00","576-09","Sex Offenses","1000 S RACE ST ,URBANA,IL",0,5331329,"1000, South Race Street, West Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.104403","-88.20954"
"193",451529,"05/18/2019","08:00","546-15","Sex Offenses","100 W MAIN ST ,URBANA,IL",0,15830780,"100, Main Street, Urbana, Benton County, Iowa, 52345, United States of America","place","house","42.225004","-91.872551"
"194",451666,"05/22/2019","03:35","547-05","Sex Offenses","900 N BROADWAY AV ,URBANA,IL",0,286485667,"900, North Broadway Avenue, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.120728","-88.207514"
"195",453489,"07/10/2019","14:50","546-14","Sex Offenses","400 W MAIN ST ,URBANA,IL",0,180878435,"400, West Main Street, Downtown Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.113338","-88.212193"
"196",454006,"07/24/2019","02:51","605-04","Sex Offenses","1800 S COTTAGE GROVE AV ,URBANA,IL",0,5338913,"1800, South Cottage Grove Avenue, Middle Urbana, Urbana, Champaign County, Illinois, 61801, USA","place","house","40.094839","-88.194727"
